AIRPORT_CODE,AIRPORT_NAME,CITY_NAME,COUNTRY_NAME,STATE_NAME,STATE_CODE,LATITUDE,LONGITUDE
01A,Afognak Lake Airport,Afognak Lake - AK,United States,Alaska,AK,58.10944444,-152.9066667
03A,Bear Creek Mining Strip,Granite Mountain - AK,United States,Alaska,AK,65.54805556,-161.0716667
04A,Lik Mining Camp,Lik - AK,United States,Alaska,AK,68.08333333,-163.1666667
05A,Little Squaw Airport,Little Squaw - AK,United States,Alaska,AK,67.57,-148.1838889
06A,Kizhuyak Bay,Kizhuyak - AK,United States,Alaska,AK,57.74527778,-152.8827778
07A,Klawock Seaplane Base,Klawock - AK,United States,Alaska,AK,55.55472222,-133.1016667
08A,Elizabeth Island Airport,Elizabeth Island - AK,United States,Alaska,AK,59.15694444,-151.8291667
09A,Augustin Island,Homer - AK,United States,Alaska,AK,59.36277778,-153.4305556
1B1,Columbia County,Hudson - NY,United States,New York,NY,42.29138889,-73.71027778
1B1,Columbia County,Hudson - NY,United States,New York,NY,42.28888889,-73.71027778
1CA,Rio Vista Municipal,Rio Vista - CA,United States,California,CA,38.19333333,-121.7036111
1G4,Grand Canyon West,Peach Springs - AZ,United States,Arizona,AZ,35.98611111,-113.8169444
1G4,Grand Canyon West,Peach Springs - AZ,United States,Arizona,AZ,35.99027778,-113.8163889
1G4,Grand Canyon West,Peach Springs - AZ,United States,Arizona,AZ,35.99027778,-113.8163889
1G4,Grand Canyon West,Peach Springs - AZ,United States,Arizona,AZ,35.98611111,-113.8169444
1GA,Henry County,Hampton - GA,United States,Georgia,GA,33.39,-84.33111111
1N7,Blairstown Airport,Blairstown - NJ,United States,New Jersey,NJ,40.97111111,-74.9975
1NC,Halifax Northampton Regional,Roanoke Rapids - NC,United States,North Carolina,NC,36.43944444,-77.70944444
1NY,Penn Yan Airport,Penn Yan - NY,United States,New York,NY,42.63694444,-77.05277778
1NY,Penn Yan Airport,Penn Yan - NY,United States,New York,NY,42.63722222,-77.05277778
1NY,Penn Yan Airport,Penn Yan - NY,United States,New York,NY,42.63694444,-77.05277778
1TN,Beech River Regional,Lexington Parsons - TN,United States,Tennessee,TN,35.65638889,-88.19527778
1TX,Moore County,Dumas - TX,United States,Texas,TX,35.8575,-102.0133333
2CA,Delano Municipal,Delano - CA,United States,California,CA,35.74555556,-119.2363889
2GA,Camilla Mitchell County,Camilla - GA,United States,Georgia,GA,31.21305556,-84.23527778
2NY,Sands Point Seaplane Base,Port Washington - NY,United States,New York,NY,40.8275,-73.71694444
3GA,Early County,Blakely - GA,United States,Georgia,GA,31.3975,-84.89472222
3NY,Sebonac,Suffolk - NY,United States,New York,NY,40.89861111,-72.41055556
6B0,Middlebury State,Middlebury - VT,United States,Vermont,VT,43.98472222,-73.09583333
6B0,Middlebury State,Middlebury - VT,United States,Vermont,VT,43.98472222,-73.09583333
6B0,Middlebury State,Middlebury - VT,United States,Vermont,VT,43.98555556,-73.09555556
6B0,Middlebury State,Middlebury - VT,United States,Vermont,VT,43.98555556,-73.09555556
7AK,Akun Airport,Akun - AK,United States,Alaska,AK,54.14472222,-165.6041667
8F3,Crosbyton Municipal,Crosbyton - TX,United States,Texas,TX,33.62388889,-101.2408333
A01,Blair Lake,Fairbanks/Ft. Wainwright - AK,United States,Alaska,AK,64.36416667,-147.3613889
A01,Blair Lake,Fairbanks/Ft. Wainwright - AK,United States,Alaska,AK,64.36361111,-147.3638889
A02,Deadmans Bay Airport,Deadmans Bay - AK,United States,Alaska,AK,57.06666667,-153.9377778
A03,Hallo Bay Airport,Hallo Bay - AK,United States,Alaska,AK,58.4575,-154.0233333
A04,Red Lake Airport,Red Lake - AK,United States,Alaska,AK,57.27722222,-154.3422222
A05,Shell Lake Airport,Shell Lake - AK,United States,Alaska,AK,61.96388889,-151.5558333
A06,Navigator Airstrip,Kougarok - AK,United States,Alaska,AK,65.65555556,-165.3563889
A07,Roland Norton Memorial,Selawik - AK,United States,Alaska,AK,66.76611111,-160.1527778
A07,Roland Norton Memorial Airstrip,Selawik - AK,United States,Alaska,AK,66.76583333,-160.1525
A08,Pillar Bay Airport,Pillar Bay - AK,United States,Alaska,AK,56.59805556,-134.2427778
A09,Johnstone Point Airport,Johnstone Point - AK,United States,Alaska,AK,60.48166667,-146.5841667
A09,Johnstone Point Airport,Johnstone Point - AK,United States,Alaska,AK,60.48222222,-146.5822222
A09,Johnstone Point Airport,Johnstone Point - AK,United States,Alaska,AK,60.48166667,-146.5841667
A09,Johnstone Point Airport,Johnstone Point - AK,United States,Alaska,AK,60.48222222,-146.5822222
A11,Bell Creek Airport,Bell Creek - AK,United States,Alaska,AK,60.78388889,-159.5402778
A12,Cinnabar Airport,Cinnabar - AK,United States,Alaska,AK,60.78527778,-158.8644444
A13,Mountaintop Mine Airport,Mountaintop Mine - AK,United States,Alaska,AK,61.39027778,-157.9955556
A14,Whitebear Airport,Whitebear - AK,United States,Alaska,AK,61.18888889,-159.8583333
A15,Puviaq Airport,Puviaq - AK,United States,Alaska,AK,70.71555556,-154.4069444
A15,Puviaq Airport,Puviaq - AK,United States,Alaska,AK,70.71861111,-154.3883333
A16,Arley Lake Airport,Arley Lake - AK,United States,Alaska,AK,70.74694444,-155.3608333
A17,Port Vita Airport,Port Vita - AK,United States,Alaska,AK,58.06555556,-153.0725
A18,Kantishna Airport,Kantishna - AK,United States,Alaska,AK,63.54111111,-150.995
A18,Kantishna Airport,Kantishna - AK,United States,Alaska,AK,63.54166667,-150.9938889
A18,Kantishna Airport,Kantishna - AK,United States,Alaska,AK,63.54111111,-150.995
A18,Kantishna Airport,Kantishna - AK,United States,Alaska,AK,63.54166667,-150.9938889
A1K,Point Thomson Airstrip,Deadhorse1 - AK,United States,Alaska,AK,70.13611111,-146.29
A1L,Cullman Regional Folsom Field,Cullman - AL,United States,Alabama,AL,34.26861111,-86.85805556
A20,Alpine Airstrip,Alpine - AK,United States,Alaska,AK,70.34416667,-150.9447222
A21,Serpentine Airport,Serpentine - AK,United States,Alaska,AK,65.85138889,-164.7027778
A22,Driftwood Bay Airport,Driftwood Bay - AK,United States,Alaska,AK,53.97277778,-166.8569444
A23,Bradley Lake Airport,Bradley Lake - AK,United States,Alaska,AK,59.77611111,-151.9636111
A24,Chilkat Lake Airport,Chilkat Lake - AK,United States,Alaska,AK,59.33166667,-135.8966667
A25,Nugget Creek Airport,Nugget Creek - AK,United States,Alaska,AK,59.28833333,-136.1738889
A26,Ivotuk Airstrip,Ivotuk - AK,United States,Alaska,AK,68.48333333,-155.7333333
A27,Pogo Mines Airport,Pogo Mines - AK,United States,Alaska,AK,64.44,-144.9363889
A28,Ayakulik River Airport,Ayakulik River - AK,United States,Alaska,AK,57.25388889,-154.4222222
A29,Kiluda Bay Airport,Kiluda Bay - AK,United States,Alaska,AK,57.32305556,-153.1494444
A2K,Bartletts Airport,Bartletts - AK,United States,Alaska,AK,58.23305556,-157.3663889
A2L,Isbell Field,Fort Payne - AL,United States,Alabama,AL,34.47361111,-85.72138889
A30,Terror Lake Airport,Terror Lake - AK,United States,Alaska,AK,57.96388889,-153.0583333
A31,Selief Bay Airport,Selief Bay - AK,United States,Alaska,AK,58.98277778,-153.1833333
A34,Laura Lake Airport,Laura Lake - AK,United States,Alaska,AK,58.36194444,-152.3122222
A35,Bullen Point AFS,Kaktovik - AK,United States,Alaska,AK,70.17277778,-146.8361111
A36,Deep Bay Airport,Deep Bay - AK,United States,Alaska,AK,55.56027778,-131.6555556
A37,Kako Airport,Kako - AK,United States,Alaska,AK,61.89888889,-161.4397222
A37,Kako Airport,Kako - AK,United States,Alaska,AK,61.89888889,-161.4380556
A38,Molly Creek Airport,Molly Creek - AK,United States,Alaska,AK,64.09722222,-143.2666667
A39,Ptarmigan Lake Airport,Ptarmigan Lake - AK,United States,Alaska,AK,61.86611111,-141.1597222
A3K,Smith Bay Airport,Smith Bay - AK,United States,Alaska,AK,70.76583333,-154.2308333
A40,Cape Simpson Airport,Cape Simpson - AK,United States,Alaska,AK,71.05694444,-154.7283333
A41,Kogru River Airport,Kogru River - AK,United States,Alaska,AK,70.57472222,-152.2588889
A41,Kogru River Airport,Kogru River - AK,United States,Alaska,AK,70.57611111,-152.2711111
A42,Teshepkuk Lake Airport,Teshepkuk Lake - AK,United States,Alaska,AK,70.35833333,-153.1966667
A43,Trident Basin Seaplane Base,Kodiak Island - AK,United States,Alaska,AK,57.78083333,-152.3911111
A45,Lake Florence Airport,Lake Florence - AK,United States,Alaska,AK,57.81666667,-134.5833333
A46,Lake Hasselborg Airport,Lake Hasselborg - AK,United States,Alaska,AK,57.7,-134.2666667
A47,Distin Lake Airport,Distin Lake - AK,United States,Alaska,AK,57.61666667,-134.3666667
A48,Port Hobron Airport,Port Hobron - AK,United States,Alaska,AK,57.15,-153.15
A49,Mooseville Airstrip Airport,Mooseville Airstrip - AK,United States,Alaska,AK,70.28444444,-152.2119444
A4K,Dune Lake Airport,Dune Lake - AK,United States,Alaska,AK,64.42138889,-149.8944444
A50,Big Bay Airport,Big Bay - AK,United States,Alaska,AK,58.5625,-152.5961111
A51,Wien Lake Airport,Wien Lake - AK,United States,Alaska,AK,64.35277778,-151.275
A52,Silver Salmon Creek Airport,Silver Salmon Creek - AK,United States,Alaska,AK,59.96388889,-152.6822222
A53,Blear Lake Airport,Blear Lake - AK,United States,Alaska,AK,64.33333333,-147.5
A54,Cannery Bay Airport,Cannery Bay - AK,United States,Alaska,AK,53.68333333,-166.75
A56,Johnsons Landing,Bear Lake - AK,United States,Alaska,AK,56.03666667,-160.2661111
A57,International Seafoods Airport,International Seafoods - AK,United States,Alaska,AK,58.26666667,-157.5333333
A58,Cosna River Airport,Cosna River - AK,United States,Alaska,AK,64.5,-151.6666667
A59,Ivatuk Airport,Ivatuk - AK,United States,Alaska,AK,68.48777778,-155.7575
A5K,Paxson Airport,Paxson - AK,United States,Alaska,AK,63.02444444,-145.5005556
A5K,Paxson Airport,Paxson - HI,United States,Hawaii,HI,63.02444444,-145.5005556
A61,Cape Sarichef AFS,Cape Sarichef - AK,United States,Alaska,AK,54.58333333,-164.9125
A61,Cape Sarichef Airport,Cape Sarichef - AK,United States,Alaska,AK,54.5825,-164.9144444
A62,Taylor Mountain,Taylor Mountain Mine - AK,United States,Alaska,AK,60.86777778,-157.3919444
A63,Coal Creek,Yukon Charley Rivvers - AK,United States,Alaska,AK,65.31111111,-143.1352778
A63,Coal Creek,Yukon Charley Rivvers - AK,United States,Alaska,AK,65.31138889,-143.1355556
A63,Coal Creek,Yukon Charley Rivvers - AK,United States,Alaska,AK,65.31166667,-143.1341667
A63,Coal Creek,Yukon Charley Rivvers - AK,United States,Alaska,AK,65.31138889,-143.1355556
A63,Coal Creek,Yukon Charley Rivvers - AK,United States,Alaska,AK,65.31166667,-143.1341667
A65,Karluk Portage Airport,Karluk Portage - AK,United States,Alaska,AK,57.53833333,-154.1644444
A66,Hope Airport,Hope - AK,United States,Alaska,AK,60.90555556,-149.6238889
A66,Hope Airport,Hope - AK,United States,Alaska,AK,60.90416667,-149.6238889
A66,Hope Airport,Hope - AK,United States,Alaska,AK,60.90722222,-149.6227778
A66,Hope Airport,Hope - AK,United States,Alaska,AK,60.90416667,-149.6238889
A66,Hope Airport,Hope - AK,United States,Alaska,AK,60.90722222,-149.6227778
A67,Viekoda Bay Airport,Viekoda Bay - AK,United States,Alaska,AK,57.84944444,-153.1152778
A69,Cathedral Strip,Cold Bay - AK,United States,Alaska,AK,55.74,-162.1252778
A6K,Van Curlers Sandbar,Fairbanks1 - AK,United States,Alaska,AK,65.04472222,-145.4230556
A70,Village Islands Airport,Village Islands - AK,United States,Alaska,AK,57.77416667,-153.5447222
A71,Bear Cove Farm,Homer - AK,United States,Alaska,AK,59.73833333,-151.03
A72,Chinitna Bay Airport,Chinitna Bay - AK,United States,Alaska,AK,59.83333333,-152.5847222
A73,McKinley National Park,McKinley Park - AK,United States,Alaska,AK,63.7325,-148.9105556
A74,Dog Fish Bay,Nanwalek - AK,United States,Alaska,AK,59.24111111,-151.8772222
A75,Malina Bay Airport,Malina Bay - AK,United States,Alaska,AK,58.17194444,-152.8941667
A76,Red Fox Bay Airport,Red Fox Bay - AK,United States,Alaska,AK,58.46444444,-152.5930556
A77,Shearwater Airport,Shearwater - AK,United States,Alaska,AK,57.34333333,-152.8972222
A78,Lake,Cape Simpson - AK,United States,Alaska,AK,71.03,-154.4436111
A79,Cape Simpson No. 1,Cape Simpson - AK,United States,Alaska,AK,71.50166667,-154.0338889
A7K,Nakochna Airport,Nakochna - AK,United States,Alaska,AK,62.03611111,-151.4522222
A80,Cape Simpson No. 7,Cape Simpson - AK,United States,Alaska,AK,70.57388889,-155.3213889
A81,Cape Simpson #1,Aglaq - AK,United States,Alaska,AK,70.66277778,-154.8366667
A82,Nikiski Private Airstrip,Nikiski - AK,United States,Alaska,AK,60.69027778,-151.2888889
A83,Petrof Point Airport,Petrof Point - AK,United States,Alaska,AK,59.37638889,-150.765
A84,Denali West Lodge Private,Denali - AK,United States,Alaska,AK,63.75555556,-147.93
A85,Big River Airport,Big River - AK,United States,Alaska,AK,61.85944444,-154.2766667
A87,Carry Inlet Airport,Carry Inlet - AK,United States,Alaska,AK,58.58305556,-152.4458333
A89,Montague Island Airport,Montague Island - AK,United States,Alaska,AK,59.925,-147.5166667
A8K,Granite Point Ndb,Granite Point - AK,United States,Alaska,AK,60.96166667,-151.3316667
A90,Shannon Pond Airport,Shannon Pond - AK,United States,Alaska,AK,59.03916667,-158.4638889
A91,Omalik Lagoon Airport,Omalik Lagoon - AK,United States,Alaska,AK,69.15555556,-163.4972222
A92,Omolik Lagoon Airport,Omolik Lagoon - AK,United States,Alaska,AK,69.14805556,-163.5102778
A93,Bradley Lake Project Airport,Bradley Lake Project - AK,United States,Alaska,AK,59.79166667,-151.2666667
A94,Ice Strip,Barrow - AK,United States,Alaska,AK,70.57416667,-155.3180556
A95,Ice Strip,Barrow - AK,United States,Alaska,AK,70.31194444,-153.2491667
A96,Ice Strip,Barrow - AK,United States,Alaska,AK,70.98083333,-157.095
A97,Akulik Air Strip,Akulik - AK,United States,Alaska,AK,68.98555556,-163.4797222
A98,Deadfall Air Strip,Deadfall - AK,United States,Alaska,AK,69.17083333,-163.2563889
A99,Eagle Creek Airport,Eagle Creek - AK,United States,Alaska,AK,68.67666667,-162.6469444
AA1,Ice Kong,Bethel - AK,United States,Alaska,AK,59.95277778,-162.6169444
AA2,Icicle Seafoods,Naknek-1 - AK,United States,Alaska,AK,58.70944444,-157.0713889
AA4,Glacier Split,Kachemak Bay - AK,United States,Alaska,AK,59.63333333,-151.2083333
AA5,Selby Lake Airport,Selby Lake - AK,United States,Alaska,AK,66.95583333,-155.615
AA7,Independence Creek Airport,Independence Creek - AK,United States,Alaska,AK,65.67361111,-162.4641667
AA8,Badami,Deadhorse - AK,United States,Alaska,AK,70.1375,-147.0305556
AA9,Napaimute Pioneer Airfield,Napaimute - AK,United States,Alaska,AK,61.53638889,-158.7388889
AAA,Anaa Airport,Anaa - French Polynesia,French Polynesia,,,-17.35388889,-145.5097222
AAA,Anaa Airport,Anaa - French Polynesia,French Polynesia,,,-17.3525,-145.51
AAB,Arrabury Station,Arrabury - Australia,Australia,,,-26.7,141.0416667
AAC,El Arish International,El Arish - Egypt,Egypt,,,31.07638889,33.83333333
AAC,El Arish International,El Arish - Egypt,Egypt,,,31.07333333,33.83583333
AAD,Ad-Dabbah Airport,Ad-Dabbah - Sudan,Sudan,,,18.05,30.93361111
AAE,Rabah Bitat,Annaba - Algeria,Algeria,,,36.82166667,7.81
AAE,Rabah Bitat,Annaba - Algeria,Algeria,,,36.82222222,7.80944444
AAE,Rabah Bitat,Annaba - Algeria,Algeria,,,36.82944444,7.81388889
AAF,Apalachicola Regional,Apalachicola - FL,United States,Florida,FL,29.7275,-85.0275
AAF,Apalachicola Regional Cleve Randolph Field,Apalachicola - FL,United States,Florida,FL,29.7275,-85.0275
AAF,Apalachicola Regional,Apalachicola - FL,United States,Florida,FL,29.7275,-85.0275
AAF,Apalachicola Regional Cleve Randolph Field,Apalachicola - FL,United States,Florida,FL,29.7275,-85.0275
AAH,Aachen/Merzbruck,Aachen - West Germany,West Germany,,,50.82305556,6.18611111
AAH,Aachen/Merzbruck,Aachen - Germany,Germany,,,50.82305556,6.18611111
AAH,Aachen/Merzbruck,Aachen - Germany,Germany,,,50.82305556,6.1875
AAH,Aachen Merzbrueck,Aachen - Germany,Germany,,,50.82305556,6.1875
AAH,Aachen Merzbruck,Aachen - Germany,Germany,,,50.82305556,6.1875
AAH,Aachen Merzbrueck,Aachen - Germany,Germany,,,50.82305556,6.1875
AAI,Arraias Airport,Arraias - Brazil,Brazil,,,-12.91666667,-46.93333333
AAI,Arraias Airport,Arraias - Brazil,Brazil,,,-13.025,-46.88416667
AAI,Arraias Airport,Arraias - Brazil,Brazil,,,-13.02583333,-46.88361111
AAI,Arraias Airport,Arraias - Brazil,Brazil,,,-13.025,-46.88416667
AAI,Arraias Airport,Arraias - Brazil,Brazil,,,-13.02583333,-46.88361111
AAL,Aalborg Airport,Aalborg - Denmark,Denmark,,,57.09305556,9.85
AAL,Aalborg Airport,Aalborg - Denmark,Denmark,,,57.09277778,9.84916667
AAL,Aalborg Airport,Aalborg - Denmark,Denmark,,,57.09416667,9.85583333
AAM,Malamala,Mala Mala - South Africa,South Africa,,,-24.80833333,31.54166667
AAM,Malamala,Mala Mala - South Africa,South Africa,,,-24.81694444,31.54416667
AAN,Al Ain International,Al Ain - United Arab Emirates,United Arab Emirates,,,24.26166667,55.60916667
AAN,Al Ain International,Al Ain - United Arab Emirates,United Arab Emirates,,,24.26194444,55.6075
AAN,Al Ain International,Al Ain - United Arab Emirates,United Arab Emirates,,,24.26166667,55.60916667
AAO,Anaco Airport,Anaco - Venezuela,Venezuela,,,9.43194444,-64.46388889
AAO,Anaco Airport,Anaco - Venezuela,Venezuela,,,9.43027778,-64.47083333
AAO,Anaco Airport,Anaco - Venezuela,Venezuela,,,9.43,-64.47083333
AAO,Anaco Airport,Anaco - Venezuela,Venezuela,,,9.43027778,-64.47083333
AAO,Anaco Airport,Anaco - Venezuela,Venezuela,,,9.43,-64.47083333
AAQ,Vityazevo,Anapa - Russia,Russia,,,44.9,37.31666667
AAQ,Vityazevo,Anapa - Russia,Russia,,,45.00222222,37.34722222
AAQ,Anapa Airport,Anapa - Russia,Russia,,,45.00222222,37.34722222
AAQ,Vityazevo,Anapa - Russia,Russia,,,45.00222222,37.34722222
AAR,Tirstrup,Aarhus - Denmark,Denmark,,,56.31027778,10.61805556
AAR,Tirstrup,Aarhus - Denmark,Denmark,,,56.30388889,10.62
AAR,Aarhus Airport,Aarhus - Denmark,Denmark,,,56.3,10.61888889
AAU,Asau W Sam,Asau - Samoa,Samoa,,,-13.51666667,-172.65
AAX,Araxa Airport,Araxa - Brazil,Brazil,,,-19.56805556,-46.92916667
AAX,Araxa Airport,Araxa - Brazil,Brazil,,,-19.56333333,-46.96027778
AAX,Romeu Zema,Araxa - Brazil,Brazil,,,-19.56333333,-46.96027778
ABA,Abakan Airport,Abakan - U.S.S.R.,U.S.S.R.,,,53.74,91.385
ABA,Abakan Airport,Abakan - Russia,Russia,,,53.74,91.385
ABA,Abakan Airport,Abakan - Russia,Russia,,,53.74,91.38527778
ABD,Abadan Airport,Abadan - Iran,Iran,,,30.36611111,48.23222222
ABD,Abadan Airport,Abadan - Iran,Iran,,,30.36611111,48.23222222
ABD,Abadan Airport,Abadan - Iran,Iran,,,30.36527778,48.23305556
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton - PA,United States,Pennsylvania,PA,40.65472222,-75.43833333
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton - PA,United States,Pennsylvania,PA,40.65222222,-75.44027778
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton - PA,United States,Pennsylvania,PA,40.65222222,-75.44055556
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton - PA,United States,Pennsylvania,PA,40.65222222,-75.44027778
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton - PA,United States,Pennsylvania,PA,40.65222222,-75.44055556
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton - PA,United States,Pennsylvania,PA,40.6525,-75.44027778
ABI,Abilene Regional,Abilene - TX,United States,Texas,TX,32.40944444,-99.67972222
ABI,Abilene Regional,Abilene - TX,United States,Texas,TX,32.41111111,-99.68166667
ABI,Abilene Regional,Abilene - TX,United States,Texas,TX,32.41138889,-99.68194444
ABJ,Abidjan Felix Houphouet Boigny International,Abidjan - Cote d'Ivoire,Cote d'Ivoire,,,5.25555556,-3.92916667
ABJ,Abidjan Felix Houphouet Boigny International,Abidjan - Cote d'Ivoire,Cote d'Ivoire,,,5.26138889,-3.92583333
ABJ,Felix Houphouet Boigny Abidjan,Abidjan - Cote d'Ivoire,Cote d'Ivoire,,,5.26138889,-3.92583333
ABJ,Felix Houphouet Boigny Abidjan International,Abidjan - Cote d'Ivoire,Cote d'Ivoire,,,5.26138889,-3.92583333
ABJ,Abidjan Felix Houphouet Boigny International,Abidjan - Cote d'Ivoire,Cote d'Ivoire,,,5.26138889,-3.92583333
ABJ,Felix Houphouet Boigny Abidjan International,Abidjan - Cote d'Ivoire,Cote d'Ivoire,,,5.26138889,-3.92583333
ABK,Kabri Dar Airport,Kabri Dar - Ethiopia,Ethiopia,,,6.73388889,44.26611111
ABK,Kebri Dahar,Kabri Dar - Ethiopia,Ethiopia,,,6.73277778,44.24166667
ABK,Kebri Dahar,Kabri Dar - Ethiopia,Ethiopia,,,6.73277778,44.24138889
ABK,Kebri Dahar,Kabri Dar - Ethiopia,Ethiopia,,,6.73277778,44.24166667
ABK,Kebri Dahar,Kabri Dar - Ethiopia,Ethiopia,,,6.73277778,44.24138889
ABL,Ambler River,Ambler - AK,United States,Alaska,AK,67.0875,-157.8458333
ABQ,Albuquerque International Sunport,Albuquerque - NM,United States,New Mexico,NM,35.04166667,-106.6063889
ABQ,Albuquerque International Sunport,Albuquerque - NM,United States,New Mexico,NM,35.04027778,-106.6091667
ABQ,Albuquerque International Sunport,Albuquerque - NM,United States,New Mexico,NM,35.03888889,-106.6083333
ABQ,Albuquerque International Sunport,Albuquerque - NM,United States,New Mexico,NM,35.04027778,-106.6091667
ABQ,Albuquerque International Sunport,Albuquerque - NM,United States,New Mexico,NM,35.03888889,-106.6083333
ABR,Aberdeen Regional,Aberdeen - SD,United States,South Dakota,SD,45.44972222,-98.42166667
ABR,Aberdeen Regional,Aberdeen - SD,United States,South Dakota,SD,45.44916667,-98.42194444
ABR,Aberdeen Regional,Aberdeen - SD,United States,South Dakota,SD,45.44833333,-98.4225
ABR,Aberdeen Regional,Aberdeen - SD,United States,South Dakota,SD,45.44666667,-98.4225
ABR,Aberdeen Regional,Aberdeen - SD,United States,South Dakota,SD,45.44916667,-98.42194444
ABR,Aberdeen Regional,Aberdeen - SD,United States,South Dakota,SD,45.44666667,-98.4225
ABS,Abu Simbel Airport,Abu Simbel - Egypt,Egypt,,,22.37222222,31.61527778
ABS,Abu Simbel Airport,Abu Simbel - Egypt,Egypt,,,22.37472222,31.60944444
ABS,Abu Simbel Airport,Abu Simbel - Egypt,Egypt,,,22.37583333,31.61166667
ABS,Abu Simbel Airport,Abu Simbel - Egypt,Egypt,,,22.37472222,31.60944444
ABS,Abu Simbel Airport,Abu Simbel - Egypt,Egypt,,,22.37583333,31.61166667
ABT,Al-Baha Airport,Al-Baha - Saudi Arabia,Saudi Arabia,,,20.29611111,41.63416667
ABT,King Saud Bin Abdulaziz,Al-Baha - Saudi Arabia,Saudi Arabia,,,20.29611111,41.63416667
ABT,Al Baha,Al-Baha - Saudi Arabia,Saudi Arabia,,,20.29611111,41.63416667
ABT,King Saud Bin Abdulaziz,Al-Baha - Saudi Arabia,Saudi Arabia,,,20.29611111,41.63416667
ABT,King Saud Bin Abdulaziz,Al-Baha - Saudi Arabia,Saudi Arabia,,,20.29833333,41.63583333
ABV,Abuja Nnamdi Azikiwe International,Abuja - Nigeria,Nigeria,,,9.00555556,7.26611111
ABV,Abuja Nnamdi Azikiwe International,Abuja - Nigeria,Nigeria,,,9.00666667,7.26305556
ABV,Nnamdi Azikiwe International,Abuja - Nigeria,Nigeria,,,9.00666667,7.26305556
ABV,Abuja Nnamdi Azikiwe International,Abuja - Nigeria,Nigeria,,,9.00666667,7.26305556
ABV,Nnamdi Azikiwe International,Abuja - Nigeria,Nigeria,,,9.00666667,7.26305556
ABX,Albury Airport,Albury - Australia,Australia,,,-36.06833333,146.9766667
ABX,Albury Airport,Albury - Australia,Australia,,,-36.06777778,146.9580556
ABY,Southwest Georgia Regional,Albany - GA,United States,Georgia,GA,31.53222222,-84.19611111
ABY,Southwest Georgia Regional,Albany - GA,United States,Georgia,GA,31.53555556,-84.19444444
ABZ,Aberdeen Dyce,Aberdeen - United Kingdom,United Kingdom,,,57.20416667,-2.19861111
ABZ,Aberdeen Dyce,Aberdeen - United Kingdom,United Kingdom,,,57.20194444,-2.19777778
ABZ,Aberdeen Dyce,Aberdeen - United Kingdom,United Kingdom,,,57.2025,-2.19805556
ABZ,Aberdeen Dyce,Aberdeen - United Kingdom,United Kingdom,,,57.20361111,-2.19916667
ABZ,Aberdeen Dyce,Aberdeen - United Kingdom,United Kingdom,,,57.20194444,-2.19777778
ABZ,Aberdeen Dyce,Aberdeen - United Kingdom,United Kingdom,,,57.20361111,-2.19916667
ACA,General Juan N Alvarez International,Acapulco - Mexico,Mexico,,,16.75555556,-99.76694444
ACA,General Juan N Alvarez International,Acapulco - Mexico,Mexico,,,16.75694444,-99.75388889
ACB,Antrim County,Bellaire - MI,United States,Michigan,MI,44.98472222,-85.19916667
ACB,Antrim County,Bellaire - MI,United States,Michigan,MI,44.98861111,-85.19833333
ACC,Accra Kotoka International,Accra - Ghana,Ghana,,,5.59527778,-0.17083333
ACC,Accra Kotoka International,Accra - Ghana,Ghana,,,5.60444444,-0.1675
ACE,Lanzarote,Arrecife - Spain,Spain,,,28.9425,-13.60472222
ACE,Lanzarote,Arrecife - Spain,Spain,,,28.94555556,-13.60527778
ACH,St Gallen Altenrhein,Altenrhein - Switzerland,Switzerland,,,47.48527778,9.56
ACH,St Gallen Altenrhein,Altenrhein - Switzerland,Switzerland,,,47.485,9.56
ACI,Alderney Airport,Alderney - United Kingdom,United Kingdom,,,49.70694444,-2.21527778
ACI,Alderney Airport,Alderney - United Kingdom,United Kingdom,,,49.70611111,-2.21472222
ACI,Alderney Airport,Alderney - United Kingdom,United Kingdom,,,49.70666667,-2.21444444
ACI,Alderney Airport,Alderney - United Kingdom,United Kingdom,,,49.70666667,-2.21472222
ACI,Alderney Airport,Alderney - United Kingdom,United Kingdom,,,49.70611111,-2.21472222
ACI,Alderney Airport,Alderney - United Kingdom,United Kingdom,,,49.70666667,-2.21472222
ACI,Alderney Airport,Alderney - United Kingdom,United Kingdom,,,49.70694444,-2.21472222
ACK,Nantucket Memorial,Nantucket - MA,United States,Massachusetts,MA,41.25666667,-70.05972222
ACK,Nantucket Memorial,Nantucket - MA,United States,Massachusetts,MA,41.25305556,-70.06027778
ACK,Nantucket Memorial,Nantucket - MA,United States,Massachusetts,MA,41.25305556,-70.06
ACK,Nantucket Memorial,Nantucket - MA,United States,Massachusetts,MA,41.25305556,-70.06027778
ACK,Nantucket Memorial,Nantucket - MA,United States,Massachusetts,MA,41.25305556,-70.06
ACT,Waco Regional,Waco - TX,United States,Texas,TX,31.61138889,-97.22861111
ACT,Waco Regional,Waco - TX,United States,Texas,TX,31.61222222,-97.23027778
ACU,Achutupo Airport,Achutupo - Panama,Panama,,,8.43333333,-77.96666667
