tail_number,date,airport,location,duration,distance_mi,Latitude,Longitude,Owner
N99KF,2021-03-10 01:45PM EST,Essex County Airport,Caldwell,0,0.0,40.875198364300005,-74.2814025879,"FEID ALLAN JRLIVINGSTON, NJ, US(Individual)"
N99KF,2021-03-10 02:24PM EST,Aeroflex-Andover Airport,Andover,0:17,25.60342467586887,41.008598327600005,-74.7379989624,"FEID ALLAN JRLIVINGSTON, NJ, US(Individual)"
N99KF,2021-03-10 02:53PM EST,Sussex Airport,Sussex,0:13,14.520520955183713,41.20019912719727,-74.62300109863281,"FEID ALLAN JRLIVINGSTON, NJ, US(Individual)"
N986AC,2020-12-30 03:06PM CST,Joe Foss Field Airport,Sioux Falls,0,0.0,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-30 05:07PM CST,Pierre Regional Airport,Pierre,0:45,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-30 07:42PM CST,Joe Foss Field Airport,Sioux Falls,0:43,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-30 08:54PM CST,Pierre Regional Airport,Pierre,0:45,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-30 10:20PM CST,Aberdeen Regional Airport,Aberdeen,0:31,117.41978227077414,45.44910049438477,-98.42179870605469,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 12:21AM CST,Hector International Airport,Fargo,0:34,127.53484321673622,46.92070007324219,-96.81580352783205,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 01:01PM CST,Pierre Regional Airport,Pierre,0:53,242.794838769055,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 02:13PM CST,Platte Municipal Airport,Platte,0:23,99.29619718849413,43.40330123901367,-98.82949829101562,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 04:16PM CST,Joe Foss Field Airport,Sioux Falls,0:24,105.64380263344587,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 06:42PM CST,Pierre Regional Airport,Pierre,0:43,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 08:14PM CST,Aberdeen Regional Airport,Aberdeen,0:30,117.41978227077414,45.44910049438477,-98.42179870605469,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 10:12PM CST,Joe Foss Field Airport,Sioux Falls,0:33,153.31587384042498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2020-12-31 11:19PM CST,Pierre Regional Airport,Pierre,0:43,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 12:47AM CST,Chan Gurney Municipal Airport,Yankton,0:38,177.1240611049833,42.916698455811,-97.385902404785,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 02:07AM CST,Joe Foss Field Airport,Sioux Falls,0:13,56.261927137206875,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 09:04AM CST,Pierre Regional Airport,Pierre,0:42,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 10:12AM CST,Rosebud Sioux Tribal Airport,Rosebud,0:19,82.73953458885798,43.2585,-100.85952,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 12:11PM CST,Joe Foss Field Airport,Sioux Falls,0:44,208.37907760197498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 06:54PM CST,Pierre Regional Airport,Pierre,0:42,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 08:08PM CST,Wessington Springs Airport,Wessington Springs,0:21,89.92811647733944,44.06100082397461,-98.53089904785156,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-01 10:00PM CST,Joe Foss Field Airport,Sioux Falls,0:28,95.34303506410299,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 12:37AM CST,Hoven Municipal Airport,Hoven,0:52,190.37934257722512,45.257599,-99.797798,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 07:19AM CST,Pierre Regional Airport,Pierre,0:16,65.00312252557585,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 08:19AM CST,Hoven Municipal Airport,Hoven,0:17,65.00312252557585,45.257599,-99.797798,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 10:54AM CST,Joe Foss Field Airport,Sioux Falls,0:49,190.37934257722512,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 02:43PM CST,Pierre Regional Airport,Pierre,0:40,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 04:34PM CST,Joe Foss Field Airport,Sioux Falls,0:44,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 06:25PM CST,Pierre Regional Airport,Pierre,0:40,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-02 08:40PM CST,Joe Foss Field Airport,Sioux Falls,0:44,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-03 01:25AM CST,Pierre Regional Airport,Pierre,0:39,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-03 02:43AM CST,Joe Foss Field Airport,Sioux Falls,0:45,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-03 04:59AM CST,Aberdeen Regional Airport,Aberdeen,0:35,153.31587384042498,45.44910049438477,-98.42179870605469,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-03 06:52AM CST,Joe Foss Field Airport,Sioux Falls,0:36,153.31587384042498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-04 04:26AM CST,Pierre Regional Airport,Pierre,0:40,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-04 06:31AM CST,Joe Foss Field Airport,Sioux Falls,0:38,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-04 05:44PM CST,Pierre Regional Airport,Pierre,0:49,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-04 06:56PM CST,Mobridge Municipal Airport,Mobridge,0:22,80.58678677347713,45.54650116,-100.4079971,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-04 08:05PM CST,Bismarck Municipal Airport,Bismarck,0:20,86.23084277480659,46.77270126342773,-100.74600219726562,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 03:06AM CST,Pierre Regional Airport,Pierre,0:36,166.55593156569697,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 04:09AM MST,Philip Airport,Philip,0:17,69.15889242756253,44.048599243164,-101.59899902344,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 05:52AM CST,Pierre Regional Airport,Pierre,0:16,69.15889242756253,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 05:30AM MST,Philip Airport,Philip,0:16,69.15889242756253,44.048599243164,-101.59899902344,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 08:46AM CST,Joe Foss Field Airport,Sioux Falls,0:49,244.9074813761337,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 12:32PM CST,Pierre Regional Airport,Pierre,0:41,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 01:29PM CST,Rosebud Sioux Tribal Airport,Rosebud,0:21,82.73953458885798,43.2585,-100.85952,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 03:44PM CST,Joe Foss Field Airport,Sioux Falls,0:46,208.37907760197498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 07:28PM CST,Pierre Regional Airport,Pierre,0:42,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 07:20PM MST,Cheyenne Eagle Butte Airport,Eagle Butte,0:15,63.134174818375904,44.98440170000001,-101.2509995,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 08:53PM MST,Rapid City Regional Airport,Rapid City,0:25,110.29395053131786,44.0452995300293,-103.05699920654295,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-05 10:15PM MST,Cheyenne Eagle Butte Airport,Eagle Butte,0:38,110.29395053131786,44.98440170000001,-101.2509995,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 01:01AM CST,Bismarck Municipal Airport,Bismarck,0:35,125.88711475716516,46.77270126342773,-100.74600219726562,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 02:43AM CST,Rosebud Sioux Tribal Airport,Rosebud,0:55,242.73423267147774,43.2585,-100.85952,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 04:34AM CST,Joe Foss Field Airport,Sioux Falls,0:52,208.37907760197498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 08:44AM CST,Pierre Regional Airport,Pierre,0:51,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 08:45AM MST,Cheyenne Eagle Butte Airport,Eagle Butte,0:19,63.134174818375904,44.98440170000001,-101.2509995,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 12:30PM CST,Joe Foss Field Airport,Sioux Falls,1:02,243.66772171355592,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 03:55PM CST,Pierre Regional Airport,Pierre,0:43,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-06 07:12PM CST,Joe Foss Field Airport,Sioux Falls,0:49,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-07 12:22PM CST,Pierre Regional Airport,Pierre,0:42,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-07 02:16PM CST,Spencer Municipal Airport,Spencer,1:06,267.76551645273184,43.165500640869,-95.202796936035,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-07 04:04PM CST,Sioux Gateway Airport/Brigadier General Bud Day Field,Sioux City,0:25,79.88904894487459,42.402599,-96.384399,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-07 05:08PM CST,Sheldon Regional Airport,Sheldon,0:28,62.27462462158204,43.208401,-95.833396,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-07 06:42PM CST,Sioux Gateway Airport/Brigadier General Bud Day Field,Sioux City,0:16,62.27462462158204,42.402599,-96.384399,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 12:01AM CST,Pierre Regional Airport,Pierre,0:53,239.25986925745445,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 01:14AM CST,Mobridge Municipal Airport,Mobridge,0:26,80.58678677347713,45.54650116,-100.4079971,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 02:31AM CST,Aberdeen Regional Airport,Aberdeen,0:27,96.69555531779363,45.44910049438477,-98.42179870605469,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 08:29AM CST,Pierre Regional Airport,Pierre,0:34,117.41978227077414,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 10:19AM CST,Aberdeen Regional Airport,Aberdeen,0:33,117.41978227077414,45.44910049438477,-98.42179870605469,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 12:24PM CST,Joe Foss Field Airport,Sioux Falls,0:42,153.31587384042498,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 02:56PM CST,Pierre Regional Airport,Pierre,0:42,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 02:44PM MST,Cheyenne Eagle Butte Airport,Eagle Butte,0:18,63.134174818375904,44.98440170000001,-101.2509995,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-08 05:22PM CST,Bismarck Municipal Airport,Bismarck,0:40,125.88711475716516,46.77270126342773,-100.74600219726562,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-09 12:56PM CST,Pierre Regional Airport,Pierre,0:36,166.55593156569697,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-09 02:57PM CST,Aberdeen Regional Airport,Aberdeen,0:35,117.41978227077414,45.44910049438477,-98.42179870605469,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-09 06:00PM CST,St Paul Downtown Holman Field,St Paul,1:04,264.1631324353202,44.93450164794922,-93.05999755859376,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-09 09:16PM CST,Pierre Regional Airport,Pierre,1:17,358.03189350929244,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-09 10:27PM CST,Mitchell Municipal Airport,Mitchell,0:28,119.46749632969083,43.7747993469,-98.0385971069,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-10 12:05AM CST,Joe Foss Field Airport,Sioux Falls,0:17,66.32135085593791,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-11 06:10AM CST,Pierre Regional Airport,Pierre,0:15,63.134174818375904,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-11 07:45AM CST,Joe Foss Field Airport,Sioux Falls,0:19,82.73953458885798,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-21 05:56PM CST,Flying Cloud Airport,Minneapolis,0:42,184.39035180833213,44.827201843299996,-93.4570999146,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-21 10:49PM CST,Joe Foss Field Airport,Sioux Falls,0:51,184.39035180833213,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-22 04:00AM CST,Pierre Regional Airport,Pierre,0:49,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-22 03:57AM MST,Cheyenne Eagle Butte Airport,Eagle Butte,0:23,63.134174818375904,44.98440170000001,-101.2509995,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-22 07:03AM CST,Joe Foss Field Airport,Sioux Falls,0:51,243.66772171355592,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-22 07:49PM CST,Pierre Regional Airport,Pierre,0:49,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-22 10:11PM CST,Joe Foss Field Airport,Sioux Falls,0:41,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-23 01:05AM CST,Pierre Regional Airport,Pierre,0:45,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-23 03:12AM CST,Joe Foss Field Airport,Sioux Falls,0:37,185.11123499998783,43.5820007324,-96.741897583,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-23 06:33AM CST,Pierre Regional Airport,Pierre,0:48,185.11123499998783,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-23 06:26AM MST,Cheyenne Eagle Butte Airport,Eagle Butte,0:18,63.134174818375904,44.98440170000001,-101.2509995,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-23 08:02AM MST,Rapid City Regional Airport,Rapid City,0:28,110.29395053131786,44.0452995300293,-103.05699920654295,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-24 01:09AM CST,Pierre Regional Airport,Pierre,0:33,139.5538916998405,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-24 01:16AM MST,Cheyenne Eagle Butte Airport,Eagle Butte,0:15,63.134174818375904,44.98440170000001,-101.2509995,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-24 02:53AM MST,Rapid City Regional Airport,Rapid City,0:29,110.29395053131786,44.0452995300293,-103.05699920654295,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
N986AC,2021-01-24 04:30PM CST,Pierre Regional Airport,Pierre,0:33,139.5538916998405,44.38270187,-100.2860031,"AVERA MCKENNANSIOUX FALLS, SD, US(Corporation)"
